,username,date,text,word_number,no_stop_words
136,Anton1Ferreira,2020-06-29 13:06:49,"Une « vague verte » ou une « victoire écrasante de la gauche », vraiment ? Voilà des chiffres qui remettent les choses en place. La seule vague hier était celle de l’abstention, et personne ne devrait s’en réjouir... #Municipales2020 ",20,"['vague', 'verte', 'victoire', 'écrasante', 'gauche', 'vraiment', 'voilà', 'chiffres', 'remettent', 'choses', 'place', 'seule', 'vague', 'hier', 'celle', 'abstention', 'personne', 'devrait', 'réjouir', 'municipales2020']"
137,LesEchos,2020-06-29 13:06:35,"Entre faits historiques et anecdotes marquantes, voici quelques phénomènes qui ont caractérisé ces élections #Municipales2020 ",11,"['entre', 'faits', 'historiques', 'anecdotes', 'marquantes', 'voici', 'quelques', 'phénomènes', 'caractérisé', 'élections', 'municipales2020']"
138,BenoitPavan,2020-06-29 13:06:10,"#Municipales2020 : ""C'est un élan incroyable [...]. Voir que ça marche pour eux, partout, c’est génial"", a déclaré @EricPiolle, ému, au micro de @f3Alpes, au moment de commenter le coup de force des écologistes lors du second tour | #AFP par @BenoitPavan via @AFPLyon",26,"['municipales2020', 'élan', 'incroyable', 'voir', 'ça', 'marche', 'partout', 'génial', 'a', 'déclaré', 'ericpiolle', 'ému', 'micro', 'f3alpes', 'moment', 'commenter', 'coup', 'force', 'écologistes', 'lors', 'second', 'tour', 'afp', 'benoitpavan', 'via', 'afplyon']"
139,mavergnault,2020-06-29 13:06:06,"Confirmation en chiffres de mon tweet précédent. On fait des résultats médiocres dans les grandes villes et un bloc de gauche est de retour. Si nous ne nous réinventons pas, nous serons dans l'opposition encore longtemps. #Municipales2020 ",18,"['confirmation', 'chiffres', 'tweet', 'précédent', 'fait', 'résultats', 'médiocres', 'grandes', 'villes', 'bloc', 'gauche', 'retour', 'si', 'réinventons', 'opposition', 'encore', 'longtemps', 'municipales2020']"
140,G2Paris_France,2020-06-29 13:05:24,"@G2Paris_France Top twitter Paris story: @BalanceTonMedia: ' Ça chauffe sur le plateau de CNews entre Brune Poirson (LREM) et Sébastien Chenu (RN) #Municipales2020 « En fait, j’aurais du venir avec une paire de couil… , see more http://tweetedtimes.com/v/503?s=tnp",30,"['g2paris_france', 'top', 'twitter', 'paris', 'story', 'balancetonmedia', 'ça', 'chauffe', 'plateau', 'cnews', 'entre', 'brune', 'poirson', 'lrem', 'sébastien', 'chenu', 'rn', 'municipales2020', 'fait', 'venir', 'paire', 'couil', 'see', 'more', 'http', 'tweetedtimes', 'com', 'v', '503', 'tnp']"
141,transnationales,2020-06-29 13:05:14,"Beaucoup de nouveaux/elles élu..s hier sur des aspirations de changement, de justice sociale et de réponse à l'urgence climatique #Municipales2020 Des idées dans nos 2 publications récentes: L'avenir est public! Sur la #remunicipalisation (1/2) https://multinationales.org/L-avenir-est-public-Ces-1400-remunicipalisations-qui-dessinent-les-contours-des",31,"['beaucoup', 'nouveaux', 'elles', 'élu', 'hier', 'aspirations', 'changement', 'justice', 'sociale', 'réponse', 'urgence', 'climatique', 'municipales2020', 'idées', '2', 'publications', 'récentes', 'avenir', 'public', 'remunicipalisation', '1', '2', 'https', 'multinationales', 'org', 'avenir', 'public', '1400', 'remunicipalisations', 'dessinent', 'contours']"
142,la_chataigne,2020-06-29 13:04:40,"#Municipales2020 à #Limoges hier, dans une ville de 132000 habitants, 49000 ne sont pas allés voter soit 66% des inscrits (presque 2 fois plus qu’en 2014). 2% ont voté blanc. Avec 14300 voix Lombertie a réuni 6700 voix de - qu’en 2014 et avec 9900 voix Miguel 10500 de - que Rodet",32,"['municipales2020', 'limoges', 'hier', 'ville', '132000', 'habitants', '49000', 'allés', 'voter', '66', 'inscrits', 'presque', '2', 'fois', 'plus', '2014', '2', 'voté', 'blanc', '14300', 'voix', 'lombertie', 'a', 'réuni', '6700', 'voix', '2014', '9900', 'voix', 'miguel', '10500', 'rodet']"
143,BreizhOfficiel,2020-06-29 13:04:29,Le meilleur résumé du débat à la télé hier soir sur France 3 #Bretagne. #Thread #Municipales2020 ,11,"['meilleur', 'résumé', 'débat', 'télé', 'hier', 'soir', 'france', '3', 'bretagne', 'thread', 'municipales2020']"
144,LesEchos,2020-06-29 13:04:04,#Municipales2020 : Les Verts prennent les commandes de nombreuses grandes villes https://trib.al/UgfEsW0,11,"['municipales2020', 'verts', 'prennent', 'commandes', 'nombreuses', 'grandes', 'villes', 'https', 'trib', 'al', 'ugfesw0']"
145,laurentdogrel,2020-06-29 13:02:48,Comment peut-on être ministre et tenir des propos aussi vulgaires ? Ce dérapage de @brunepoirson en dit long du panier de crabes #LREM ne cessant sa perdition dans les méandres des fonds abyssaux de la médiocrité et de l’arrogance.#Municipales2020 #Poirson,24,"['comment', 'peut', 'être', 'ministre', 'tenir', 'propos', 'aussi', 'vulgaires', 'dérapage', 'brunepoirson', 'dit', 'long', 'panier', 'crabes', 'lrem', 'cessant', 'perdition', 'méandres', 'fonds', 'abyssaux', 'médiocrité', 'arrogance', 'municipales2020', 'poirson']"
146,Ciddavid,2020-06-29 13:02:45,"L’ecologia en marxa Candidatures verdes, ecologistes, municipalistes i unitàries escombren Macron a les grans ciutats. #Municipales2020 ",14,"['ecologia', 'marxa', 'candidatures', 'verdes', 'ecologistes', 'municipalistes', 'i', 'unitàries', 'escombren', 'macron', 'a', 'grans', 'ciutats', 'municipales2020']"
147,lerepu,2020-06-29 13:02:22, Les dix images à retenir de ce second tour des #Municipales en #Moselle https://c.republicain-lorrain.fr/politique/2020/06/29/les-dix-images-a-retenir-de-ce-second-tour-des-municipales-en-moselle #municipales2020,24,"['dix', 'images', 'retenir', 'second', 'tour', 'municipales', 'moselle', 'https', 'republicain', 'lorrain', 'fr', 'politique', '2020', '06', '29', 'dix', 'images', 'a', 'retenir', 'second', 'tour', 'municipales', 'moselle', 'municipales2020']"
148,libertemedias,2020-06-29 13:01:15,#Municipales2020 on se lance sur les fillon pour occulter la bérézina d'hier soir !,7,"['municipales2020', 'lance', 'fillon', 'occulter', 'bérézina', 'hier', 'soir']"
149,outremers360,2020-06-29 13:01:07,"#Municipales2020 : Ericka Bareigts, tête de file des victoires féminines dans les Outre-mer https://bit.ly/3i8EtCJ",13,"['municipales2020', 'ericka', 'bareigts', 'tête', 'file', 'victoires', 'féminines', 'outre', 'mer', 'https', 'bit', 'ly', '3i8etcj']"
150,Patrick_Robert2,2020-06-29 13:01:00,Aujourd’hui je suis triste pour #Bordeaux et pour @nflorian33 #Municipales2020 #MunicipalesBordeaux,7,"['aujourd', 'hui', 'triste', 'bordeaux', 'nflorian33', 'municipales2020', 'municipalesbordeaux']"
151,FREDD_H,2020-06-29 13:00:58,Réaction des parisiens de l'ombre à la victoire de #Hidalgo il n y a que eux qui sont contents d ailleurs !!!#Municipales2020 ,9,"['réaction', 'parisiens', 'ombre', 'victoire', 'hidalgo', 'a', 'contents', 'ailleurs', 'municipales2020']"
152,AFPLyon,2020-06-29 13:00:53,"#Municipales2020 #Grenoble, vitrine des écolos, reste verte pour un second mandat http://u.afp.com/3sR9 @lautier_sophie #AFP",15,"['municipales2020', 'grenoble', 'vitrine', 'écolos', 'reste', 'verte', 'second', 'mandat', 'http', 'u', 'afp', 'com', '3sr9', 'lautier_sophie', 'afp']"
153,BernardStorck,2020-06-29 13:00:47,"Ces #Municipales2020 sont le chant du cygne de #LREM par la faillite du ""en même temps de droite et de gauche"". Le #Macronisme prend l'eau. Certains opportunistes vont retourner ""fissa"" leur veste pour sauver leur carrière. On les retrouvera au #PS et chez #EELV très bientôt.",25,"['municipales2020', 'chant', 'cygne', 'lrem', 'faillite', 'temps', 'droite', 'gauche', 'macronisme', 'prend', 'eau', 'certains', 'opportunistes', 'vont', 'retourner', 'fissa', 'veste', 'sauver', 'carrière', 'retrouvera', 'ps', 'chez', 'eelv', 'très', 'bientôt']"
154,lemonde_pol,2020-06-29 13:00:42,"ANALYSE. Au second tour des #municipales2020, abstention record et percée écologiste ",8,"['analyse', 'second', 'tour', 'municipales2020', 'abstention', 'record', 'percée', 'écologiste']"
155,ladepeche31,2020-06-29 13:00:40,"A Castanet-Tolosan, Xavier Normand, seul maire écologiste dans la région #municipales2020 ",10,"['a', 'castanet', 'tolosan', 'xavier', 'normand', 'seul', 'maire', 'écologiste', 'région', 'municipales2020']"
156,LaDepeche82,2020-06-29 13:00:40,#Municipales2020 à #Castelsarrasin : Jean-Philippe Bésiers réélu dans un fauteuil #TarnetGaronne #politique,9,"['municipales2020', 'castelsarrasin', 'jean', 'philippe', 'bésiers', 'réélu', 'fauteuil', 'tarnetgaronne', 'politique']"
157,ladepechedumidi,2020-06-29 13:00:35,"[CARTE] Second tour des élections municipales 2020 : les résultats dans les ""points chauds"" de la région #municipales2020 ",11,"['carte', 'second', 'tour', 'élections', 'municipales', '2020', 'résultats', 'points', 'chauds', 'région', 'municipales2020']"
158,NikolaK58283859,2020-06-29 13:00:24,#Municipales2020 - On ne devrait pas justifier la démocratie par l'abstention.,5,"['municipales2020', 'devrait', 'justifier', 'démocratie', 'abstention']"
159,yamsala,2020-06-29 13:00:12,#TaxeCarbone qui déclenche 1 révolte #giletsJaunes sans précédent et #Macron la relance au niveau de l'#EuropeanUnion...Il a pris de la coke pour se consoler de la #vagueverte? #municipales2020 #municipales #EELV #taxe,20,"['taxecarbone', 'déclenche', '1', 'révolte', 'giletsjaunes', 'sans', 'précédent', 'macron', 'relance', 'niveau', 'europeanunion', 'a', 'pris', 'coke', 'consoler', 'vagueverte', 'municipales2020', 'municipales', 'eelv', 'taxe']"
160,sirasylla76,2020-06-29 13:00:00,J’ai un message pour tous les nouveaux élus municipaux #Municipales2020 ,6,"['message', 'tous', 'nouveaux', 'élus', 'municipaux', 'municipales2020']"
161,Contrepoints,2020-06-29 12:59:39,"#municipales2020 : grâce à un travail de sape intellectuelle massif, le corps #électoral français est complètement abruti et vote son propre goulag. Par @_h16",15,"['municipales2020', 'grâce', 'travail', 'sape', 'intellectuelle', 'massif', 'corps', 'électoral', 'français', 'complètement', 'abruti', 'vote', 'propre', 'goulag', '_h16']"
162,LaurentSoulie,2020-06-29 12:59:31,Vous avez fait naître l'espoir d'une alternative positive à #Tournefeuille. Cet espoir ne doit pas s'éteindre. Mon équipe #TournefeuilleAudacieuseInventiveSolidaire et moi serons à vos côtés pour le faire vivre avec toute notre énergie et de toutes nos forces ! #Municipales2020 ,20,"['fait', 'naître', 'espoir', 'alternative', 'positive', 'tournefeuille', 'cet', 'espoir', 'doit', 'éteindre', 'équipe', 'tournefeuilleaudacieuseinventivesolidaire', 'côtés', 'faire', 'vivre', 'toute', 'énergie', 'toutes', 'forces', 'municipales2020']"
163,mulasalexis,2020-06-29 12:59:21,"Vague verte par ci, vague verte par la... NON ! Vague d'une gauche Sociale-Ecologique oui ! EELV au centre de la gauche et leader de celle-ci ? NON @partisocialiste 1er parti de gauche et 2 ème de France ? OUI #municipales2020 #Partisocialiste",28,"['vague', 'verte', 'ci', 'vague', 'verte', 'non', 'vague', 'gauche', 'sociale', 'ecologique', 'oui', 'eelv', 'centre', 'gauche', 'leader', 'celle', 'ci', 'non', 'partisocialiste', '1er', 'parti', 'gauche', '2', 'ème', 'france', 'oui', 'municipales2020', 'partisocialiste']"
164,CaroGirardon,2020-06-29 12:59:13,Retour sur les résultats de dimanche soir #municipales2020 #EELV #Lyon https://www.20minutes.fr/municipales/2810179-20200629-resultats-municipales-lyon-mairie-metropole-verts-vont-pouvoir-diriger-maitres via @20minutes,26,"['retour', 'résultats', 'dimanche', 'soir', 'municipales2020', 'eelv', 'lyon', 'https', 'www', '20minutes', 'fr', 'municipales', '2810179', '20200629', 'resultats', 'municipales', 'lyon', 'mairie', 'metropole', 'verts', 'vont', 'pouvoir', 'diriger', 'maitres', 'via', '20minutes']"
165,zoe_mercier,2020-06-29 12:59:12,#Municipales2020 à #Paris : les résultats par arrondissement,4,"['municipales2020', 'paris', 'résultats', 'arrondissement']"
166,euronewses,2020-06-29 12:58:53,"Tsunami verde en #Francia y abstención récord, del 60%, en la segunda vuelta de las #eleccionesmunicipales, que han supuesto un gran triunfo para el partido #EELV y un varapalo para el partido presidencial #LaREM. #Municipales2020 ",26,"['tsunami', 'verde', 'francia', 'abstención', 'récord', 'del', '60', 'segunda', 'vuelta', 'las', 'eleccionesmunicipales', 'han', 'supuesto', 'gran', 'triunfo', 'para', 'el', 'partido', 'eelv', 'varapalo', 'para', 'el', 'partido', 'presidencial', 'larem', 'municipales2020']"
167,CommuteDeParis,2020-06-29 12:58:44,"Victoire à la Pyrrhus. P.Chasseray dit avoir entendu des ""choses moins satisfaisantes dans le discours présidentiel comme les restrictions de circulation notamment dans les centres villes"". #SolutionVelo #Municipales2020 #Paris2020",21,"['victoire', 'pyrrhus', 'p', 'chasseray', 'dit', 'avoir', 'entendu', 'choses', 'moins', 'satisfaisantes', 'discours', 'présidentiel', 'comme', 'restrictions', 'circulation', 'notamment', 'centres', 'villes', 'solutionvelo', 'municipales2020', 'paris2020']"
168,Mobicoop,2020-06-29 12:58:28,Bonnes nouvelles de début de semaine : la cause écologique gagne du terrain et les listes citoyennes obtiennent des résultats encourageants ! #Municipales2020 #VagueVerte #DémocratieParticipative,16,"['bonnes', 'nouvelles', 'début', 'semaine', 'cause', 'écologique', 'gagne', 'terrain', 'listes', 'citoyennes', 'obtiennent', 'résultats', 'encourageants', 'municipales2020', 'vagueverte', 'démocratieparticipative']"
169,RogerSartene,2020-06-29 12:58:24,"Que les nouveaux maires EELV méditent bien ce tweet, accès de sincérité dû au dépit de s'être fait dégager comme un malpropre de Saint-Denis. Puis qu'ils se souviennent que c'est avec l'appui de ce genre de personnages que certains d'entre eux ont été élus #Municipales2020 ",26,"['nouveaux', 'maires', 'eelv', 'méditent', 'bien', 'tweet', 'accès', 'sincérité', 'dû', 'dépit', 'être', 'fait', 'dégager', 'comme', 'malpropre', 'saint', 'denis', 'puis', 'souviennent', 'appui', 'genre', 'personnages', 'certains', 'entre', 'élus', 'municipales2020']"
170,RTLFrance,2020-06-29 12:58:08,#Municipales2020 : ces villes qui seront dirigées par des femmes ,4,"['municipales2020', 'villes', 'dirigées', 'femmes']"
171,BernardStorck,2020-06-29 12:57:59,"Ces #Municipales2020 sont le chant du cygne de #LREM par la faillite du ""en même temps de droite et de gauche"". Le #Macronisme prend l'eau. Certains opportunistes vont retourner ""fissa"" leur veste pour sauver leur carrière.",19,"['municipales2020', 'chant', 'cygne', 'lrem', 'faillite', 'temps', 'droite', 'gauche', 'macronisme', 'prend', 'eau', 'certains', 'opportunistes', 'vont', 'retourner', 'fissa', 'veste', 'sauver', 'carrière']"
172,CobraFrancais,2020-06-29 12:57:47,JADOT PREND LE MELON Jadot disqualifie Mélenchon (et bientôt le PS) : la maladie de l’arrogance revient chez les Verts - ⁩ #Jadot #Melenchon #PS #EELV #Municipales2020 ,18,"['jadot', 'prend', 'melon', 'jadot', 'disqualifie', 'mélenchon', 'bientôt', 'ps', 'maladie', 'arrogance', 'revient', 'chez', 'verts', 'jadot', 'melenchon', 'ps', 'eelv', 'municipales2020']"
173,LcrStefany,2020-06-29 12:57:47,Vous avez été ridiculisé dans ces élections #Municipales2020 acceptez la assumez et taisez vous ! Les français ne veulent plus de vous,9,"['ridiculisé', 'élections', 'municipales2020', 'acceptez', 'assumez', 'taisez', 'français', 'veulent', 'plus']"
174,Kevin__Moison,2020-06-29 12:57:40,"En fait ! Que ce soit pour #Paris, pour #Goussainville ou pour n’importe quelle autre ville : si vous n'y vivez pas, arrêtez de contestez/faire campagne sur leur #Municipales2020 Les habitants, en votant, se sont exprimés. Et ça vaut plus que n'importe quelle parole sur Twitter",24,"['fait', 'paris', 'goussainville', 'importe', 'quelle', 'autre', 'ville', 'si', 'vivez', 'arrêtez', 'contestez', 'faire', 'campagne', 'municipales2020', 'habitants', 'votant', 'exprimés', 'ça', 'vaut', 'plus', 'importe', 'quelle', 'parole', 'twitter']"
175,hellopolitique,2020-06-29 12:57:34,#Municipales2020 : victoire historique des écologistes #infographie https://fr.statista.com/infographie/22125/elections-municipales-2020-carte-villes-remportees-par-ecologistes-verts-eelv/?utm_campaign=d43bb4ee98-All_InfographTicker_daily_FR_2020_KW26_Mo_COPY_01&amp;utm_medium=email&amp;utm_source=Statista%20Global&amp;utm_term=0_afecd219f5-d43bb4ee98-302058797,35,"['municipales2020', 'victoire', 'historique', 'écologistes', 'infographie', 'https', 'fr', 'statista', 'com', 'infographie', '22125', 'elections', 'municipales', '2020', 'carte', 'villes', 'remportees', 'ecologistes', 'verts', 'eelv', 'utm_campaign', 'd43bb4ee98', 'all_infographticker_daily_fr_2020_kw26_mo_copy_01', 'amp', 'utm_medium', 'email', 'amp', 'utm_source', 'statista', '20global', 'amp', 'utm_term', '0_afecd219f5', 'd43bb4ee98', '302058797']"
176,vtlau1,2020-06-29 12:57:28,Et si ce que je dis vous plait pas vous pouvez vous désabonner j aime pas les faibles je perdrais rien #Municipales2020 #presidentielle2022,11,"['si', 'dis', 'plait', 'pouvez', 'désabonner', 'aime', 'faibles', 'perdrais', 'rien', 'municipales2020', 'presidentielle2022']"
177,CitoyenFreeman,2020-06-29 12:56:52,Quelqu'un a des nouvelles du petit @nflorian33 ... Il est attendu à l'accueil du magasin. #Municipales2020 @Bordeaux @BxMetro,11,"['quelqu', 'a', 'nouvelles', 'petit', 'nflorian33', 'attendu', 'accueil', 'magasin', 'municipales2020', 'bordeaux', 'bxmetro']"
178,MorganJasiens,2020-06-29 12:55:49,Toutes mes condoléances à mes ami•e•s Perpignanais•se•s – dont la ville m'a toujours été extrêmement accueillante – en espérant que la dégringolade du populisme xénophobe arrivera jusqu'au centre du monde en 2026. #Municipales2020 https://twitter.com/robin_prudent/status/1277470408686665729,27,"['toutes', 'condoléances', 'ami', 'e', 'perpignanais', 'dont', 'ville', 'a', 'toujours', 'extrêmement', 'accueillante', 'espérant', 'dégringolade', 'populisme', 'xénophobe', 'arrivera', 'jusqu', 'centre', 'monde', '2026', 'municipales2020', 'https', 'twitter', 'com', 'robin_prudent', 'status', '1277470408686665729']"
179,vtlau1,2020-06-29 12:55:42,#Municipales2020 les électeurs #RN vous étiez où? Ça gueule sur les réseaux sociaux et c pas foutu d aller voter Le résultat n est pas bon On devrait remercier ce con de #ménard qui a foutu la merde Pensez par vous mêmes vous laissez pas influencer ou on perdra en 2022,26,"['municipales2020', 'électeurs', 'rn', 'où', 'ça', 'gueule', 'réseaux', 'sociaux', 'foutu', 'aller', 'voter', 'résultat', 'bon', 'devrait', 'remercier', 'con', 'ménard', 'a', 'foutu', 'merde', 'pensez', 'mêmes', 'laissez', 'influencer', 'perdra', '2022']"
180,V07649031,2020-06-29 12:55:20,l'écologie a de l'avenir. #municipales2020 ,4,"['écologie', 'a', 'avenir', 'municipales2020']"
181,LeDLisere,2020-06-29 12:55:00,"#Municipales2020 Dimanche 28 juin, dans une triangulaire qui s’annonçait serrée, Delphine Hartmann a remporté le scrutin à Dolomieu malgré une abstention record. ",16,"['municipales2020', 'dimanche', '28', 'juin', 'triangulaire', 'annonçait', 'serrée', 'delphine', 'hartmann', 'a', 'remporté', 'scrutin', 'dolomieu', 'malgré', 'abstention', 'record']"
182,MemaJrFofana,2020-06-29 12:54:38,"Les communes françaises se verdissent, obligeant ainsi Macron à changer de Cap pour les 2 ans à venir #Municipales2020",12,"['communes', 'françaises', 'verdissent', 'obligeant', 'ainsi', 'macron', 'changer', 'cap', '2', 'ans', 'venir', 'municipales2020']"
183,LadyOscarW,2020-06-29 12:54:33,"Ouais mais le melon des ""dirigeants"" d' #EELV s'est toujours cultivé en ville dans un microcosme bourgeois #Municipales2020 ",10,"['ouais', 'melon', 'dirigeants', 'eelv', 'toujours', 'cultivé', 'ville', 'microcosme', 'bourgeois', 'municipales2020']"
184,kvsdr,2020-06-29 12:54:18,Infographie qui montre bien que la « vague verte » si bien illustrée sur @libe ne représente pas grand chose à l’échelle des 236 villes de + de 30k hab. #Municipales2020 ,18,"['infographie', 'montre', 'bien', 'vague', 'verte', 'si', 'bien', 'illustrée', 'libe', 'représente', 'grand', 'chose', 'échelle', '236', 'villes', '30k', 'hab', 'municipales2020']"
185,LePoint,2020-06-29 12:53:14,"Malgré la prise emblématique de Perpignan, le Rassemblement national a perdu du terrain aux municipales. Mais la faiblesse locale du RN n'entrave pas Marine Le Pen pour 2022 https://bit.ly/3ieJJEA #Municipales2020 ",22,"['malgré', 'prise', 'emblématique', 'perpignan', 'rassemblement', 'national', 'a', 'perdu', 'terrain', 'municipales', 'faiblesse', 'locale', 'rn', 'entrave', 'marine', 'pen', '2022', 'https', 'bit', 'ly', '3iejjea', 'municipales2020']"
186,vorgefuhl,2020-06-29 12:53:13,la ultra derecha consigue entrar en intranet @interiorgob. #Municipales2020 #elejido @FutsalCf @Planeta_Futuro #Almeria #عاده_اجتماعيه_دمرتنا #ไทยรัฐ #THE_ANSWER_IS_AB6IX #BETAwards2020 @adense_ #almerimar,18,"['ultra', 'derecha', 'consigue', 'entrar', 'intranet', 'interiorgob', 'municipales2020', 'elejido', 'futsalcf', 'planeta_futuro', 'almeria', 'عاده_اجتماعيه_دمرتنا', 'ไทยร', 'ฐ', 'the_answer_is_ab6ix', 'betawards2020', 'adense_', 'almerimar']"
187,lemondefr,2020-06-29 12:53:01,"#Municipales2020 : Strasbourg passe sous la bannière verte. Avec 41,71 % des voix, Jeanne Barseghian rafle haut la main la mairie de Strasbourg, loin devant ses concurrents Alain Fontanel (LRM, 34,96 %) et Catherine Trautmann (PS, 23,33 %). ",29,"['municipales2020', 'strasbourg', 'passe', 'sous', 'bannière', 'verte', '41', '71', 'voix', 'jeanne', 'barseghian', 'rafle', 'haut', 'main', 'mairie', 'strasbourg', 'loin', 'devant', 'concurrents', 'alain', 'fontanel', 'lrm', '34', '96', 'catherine', 'trautmann', 'ps', '23', '33']"
188,SO_47,2020-06-29 12:52:35,Lot-et-Garonne : retour sur le second tour des municipales en vidéos #Municipales2020 ,8,"['lot', 'garonne', 'retour', 'second', 'tour', 'municipales', 'vidéos', 'municipales2020']"
189,LaFrancematuer,2020-06-29 12:52:19," : Attention ! Ces individus peuvent vous faire perdre des élections (en vous soutenant), et même tenter de récupérer votre victoire électorale sans avoir présenté de liste. Restez vigilant ! #LaFarceInsoumise #InsoumisCircus #CrétinsPayésParNosImpôts #Municipales2020 ",21,"['attention', 'individus', 'peuvent', 'faire', 'perdre', 'élections', 'soutenant', 'tenter', 'récupérer', 'victoire', 'électorale', 'sans', 'avoir', 'présenté', 'liste', 'restez', 'vigilant', 'lafarceinsoumise', 'insoumiscircus', 'crétinspayésparnosimpôts', 'municipales2020']"
190,VraiRennais,2020-06-29 12:52:12,Les fachos en PLS... #Municipales2020 #Municipales #Municipales28juin,5,"['fachos', 'pls', 'municipales2020', 'municipales', 'municipales28juin']"
191,filnoir,2020-06-29 12:52:10,#Municipales2020 prochaine étape: #Macron va tout faire pour limiter les pouvoirs du #Senat,10,"['municipales2020', 'prochaine', 'étape', 'macron', 'va', 'tout', 'faire', 'limiter', 'pouvoirs', 'senat']"
192,telephoneFR,2020-06-29 12:51:54,Voici les résultats concernant les élections municipales à Paris Retrouvez l'article intégral juste ici: https://bit.ly/3ijGHiL #Municipales2020 #AnneHidalgo #Elections2020,18,"['voici', 'résultats', 'concernant', 'élections', 'municipales', 'paris', 'retrouvez', 'article', 'intégral', 'juste', 'ici', 'https', 'bit', 'ly', '3ijghil', 'municipales2020', 'annehidalgo', 'elections2020']"
193,laurentdogrel,2020-06-29 12:51:48,"Hallucinant ! La modestie, marque de fabrique de #LREM. Parfois, on peut se demander si les marcheurs n’ont pas abusé de l’opium dans leur longue marche désertique qui finit par les engloutir au creux des sables mouvants de l’arrogance. #Municipales2020 ",22,"['hallucinant', 'modestie', 'marque', 'fabrique', 'lrem', 'parfois', 'peut', 'demander', 'si', 'marcheurs', 'abusé', 'opium', 'longue', 'marche', 'désertique', 'finit', 'engloutir', 'creux', 'sables', 'mouvants', 'arrogance', 'municipales2020']"
194,marqu_eric,2020-06-29 12:51:41,#Municipales2020 Revue de presse. Dimanche soir : tout le monde a gagné. Lundi : tout le monde a perdu. ,14,"['municipales2020', 'revue', 'presse', 'dimanche', 'soir', 'tout', 'monde', 'a', 'gagné', 'lundi', 'tout', 'monde', 'a', 'perdu']"
195,1carus6,2020-06-29 12:51:28,"#Poutou,ouvrier,devient conseiller municipal à #Bordeaux @MarleneSchiappa ,bonne à rien,qui moquait Hamon sur son score de la présidentielle,peut se coller son score sur les fesses et disparaître! #Municipales2020 #LREMuriens #EnMarcheVersLaDéchetterie @enmarchefr",22,"['poutou', 'ouvrier', 'devient', 'conseiller', 'municipal', 'bordeaux', 'marleneschiappa', 'bonne', 'rien', 'moquait', 'hamon', 'score', 'présidentielle', 'peut', 'coller', 'score', 'fesses', 'disparaître', 'municipales2020', 'lremuriens', 'enmarcheversladéchetterie', 'enmarchefr']"
196,PournouslesGENS,2020-06-29 12:51:14,@yjadot ils the New @FdeRugy (Et aussi le futur @benoithamon pour 2022...) #Municipales2020 ,9,"['yjadot', 'the', 'new', 'fderugy', 'aussi', 'futur', 'benoithamon', '2022', 'municipales2020']"
197,vtlau1,2020-06-29 12:51:10,#Municipales2020 les écolos sont verts à l extérieur et rouges dedans des gauchistes quoi avec nos sous en plus attendons nous à encore plus de taxes La France sera obligatoirement perdante encore je sais pas si je dois lâcher ou un pet parce que l avenir pue ,26,"['municipales2020', 'écolos', 'verts', 'extérieur', 'rouges', 'dedans', 'gauchistes', 'quoi', 'sous', 'plus', 'attendons', 'encore', 'plus', 'taxes', 'france', 'obligatoirement', 'perdante', 'encore', 'sais', 'si', 'dois', 'lâcher', 'pet', 'parce', 'avenir', 'pue']"
198,OZingueur,2020-06-29 12:51:08,Pas mieux. #Municipales2020 ,2,"['mieux', 'municipales2020']"
199,Fred75003,2020-06-29 12:50:53,"« Cette victoire a du sens parce qu’elle est collective. » Et parce que l’action sera collective, les 6 prochaines années vont être le temps de transformer les espoirs exprimés si clairement en une réalité de tous les jours. #Municipales2020 #Paris",25,"['cette', 'victoire', 'a', 'sens', 'parce', 'collective', 'parce', 'action', 'collective', '6', 'prochaines', 'années', 'vont', 'être', 'temps', 'transformer', 'espoirs', 'exprimés', 'si', 'clairement', 'réalité', 'tous', 'jours', 'municipales2020', 'paris']"
200,Vaalent1,2020-06-29 12:50:52,"À Neuilly sur Marne (93), la droite a gagné de 5 voix... #Municipales2020",9,"['neuilly', 'marne', '93', 'droite', 'a', 'gagné', '5', 'voix', 'municipales2020']"
201,ChrisSengthong,2020-06-29 12:50:46,"""C'est la faute aux bobos"" #Municipales2020 ",3,"['faute', 'bobos', 'municipales2020']"
202,gauloisenforce,2020-06-29 12:50:38,"Je ne sais pas pour vous, mais pour moi, j'ai vraiment du mal en ce moment avec cette couleur. #Municipales2020 ",7,"['sais', 'vraiment', 'mal', 'moment', 'cette', 'couleur', 'municipales2020']"
203,tendanceouest,2020-06-29 12:50:32,L'écologiste réagit aux résultats des #Municipales2020. #Normandie #SeineMaritime #LeHavre,7,"['écologiste', 'réagit', 'résultats', 'municipales2020', 'normandie', 'seinemaritime', 'lehavre']"
204,Tendanceouest76,2020-06-29 12:50:28,L'écologiste réagit aux résultats des #Municipales2020. #Normandie #SeineMaritime #LeHavre https://www.tendanceouest.com/actualite-366724-alexis-deck-l-ecologie-change-de-stature.html,19,"['écologiste', 'réagit', 'résultats', 'municipales2020', 'normandie', 'seinemaritime', 'lehavre', 'https', 'www', 'tendanceouest', 'com', 'actualite', '366724', 'alexis', 'deck', 'ecologie', 'change', 'stature', 'html']"
205,lemonde_pol,2020-06-29 12:50:17,#Municipales2020 : les victoires en trompe-l’œil de la droite ,5,"['municipales2020', 'victoires', 'trompe', 'œil', 'droite']"
